split,source,relpath,label
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1073.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1074.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1075.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1077.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-108.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1080.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1082.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1084.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1085.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1089.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-109.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1090.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1091.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1094.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1097.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1098.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-110.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1100.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1101.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1102.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1105.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1106.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-111.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1112.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1113.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1114.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1115.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1116.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1117.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1118.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1119.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-112.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1120.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1124.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1126.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1127.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1128.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-113.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1130.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1133.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1134.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1135.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1137.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-114.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1142.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1146.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1147.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-115.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1150.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1152.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1155.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1156.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1159.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-116.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1162.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1163.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1164.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1165.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1166.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1170.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1174.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1175.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1177.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1178.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1181.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1186.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1187.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1189.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1191.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1192.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1193.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1194.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1195.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1196.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1198.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1199.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1200.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1202.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1203.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1204.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1205.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1206.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1207.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1208.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1211.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1212.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1213.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1217.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1218.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-122.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1220.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1222.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1223.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1225.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1226.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1227.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1228.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1229.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-123.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1231.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1233.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1236.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1237.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1238.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1239.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-124.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1241.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1243.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1244.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1245.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1246.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1248.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-125.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1250.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1253.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1255.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1256.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1257.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1258.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1259.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-126.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1260.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1261.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1265.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1266.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1267.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1268.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1269.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1272.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1273.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1276.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1277.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1278.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1279.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1283.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1285.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1286.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1287.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1289.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1290.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1291.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1293.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1294.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1295.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1296.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1297.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1298.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1299.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-13.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-130.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1301.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1303.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1305.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1307.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1308.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-131.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1312.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1313.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1314.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1316.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1317.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1321.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1322.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1327.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-133.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1331.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1332.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1334.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1336.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1337.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1338.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1340.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1341.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1342.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1343.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1345.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1347.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1349.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-135.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1352.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1353.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1355.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1356.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1357.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1358.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-136.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1361.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1365.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1366.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1370.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1371.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1372.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1373.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1375.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1378.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1379.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-138.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1380.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1381.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1382.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1383.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1384.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1386.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1388.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1389.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-139.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1390.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1392.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1393.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1394.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1395.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1398.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1403.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1405.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1406.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1407.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1409.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-141.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1411.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1412.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1413.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1414.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1416.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1417.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1418.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1419.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-142.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1420.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1421.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1423.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1425.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1427.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1428.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1429.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-143.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1430.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1432.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1434.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1436.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1437.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1439.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1440.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1441.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1442.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1443.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1445.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1446.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1448.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1449.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-145.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1451.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1453.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1456.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1458.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-146.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1460.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1464.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1465.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1466.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1468.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-147.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1470.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1476.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1477.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1478.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1479.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-148.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1481.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1482.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1485.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1487.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1488.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1489.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1491.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1492.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1494.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1495.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1498.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1499.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-15.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1500.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1501.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1503.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1504.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1505.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1506.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1507.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1508.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1509.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-151.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1511.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1514.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1515.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1517.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1518.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1519.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-152.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1520.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1521.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1523.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1524.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1525.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1528.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1529.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-153.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1530.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1534.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1535.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1537.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1538.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1539.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1541.png,0
train,tb_ds,TB_Chest_Radiography_Database/Normal/Normal-1542.png,0
